State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
WA,66.0,415.0,No,No,0.0,205.1,102.0,34.87,232.7,121.0,19.78,259.9,95.0,11.7,9.2,6.0,2.48,2.0,False
TN,127.0,415.0,No,Yes,28.0,235.6,124.0,40.05,236.8,,20.13,241.2,127.0,10.85,7.7,2.0,2.08,1.0,False
HI,146.0,510.0,No,No,0.0,189.3,,32.18,155.9,128.0,13.25,186.0,83.0,8.37,7.4,3.0,2.0,0.0,False
WY,93.0,408.0,No,Yes,42.0,166.9,101.0,28.37,273.2,84.0,23.22,171.0,106.0,7.69,11.5,1.0,3.11,1.0,False
CT,77.0,415.0,No,No,0.0,245.2,93.0,41.68,254.1,83.0,21.6,239.4,91.0,10.77,7.5,4.0,2.03,,True
NM,111.0,415.0,No,No,0.0,192.1,125.0,22.54,221.1,67.0,18.79,127.9,101.0,5.76,12.7,2.0,3.43,4.0,True
AL,115.0,510.0,No,Yes,14.0,192.3,86.0,32.69,88.7,90.0,7.54,229.4,120.0,10.32,10.5,3.0,2.84,2.0,False
MN,115.0,510.0,Yes,No,0.0,122.0,110.0,20.74,216.9,100.0,18.72,179.7,124.0,8.09,10.8,2.0,2.92,2.0,True
NC,114.0,408.0,No,No,0.0,193.0,101.0,32.81,250.0,81.0,21.25,133.3,79.0,6.0,9.6,2.0,2.59,2.0,False
OH,106.0,415.0,No,No,0.0,158.6,112.0,26.96,220.0,114.0,18.7,252.9,106.0,11.38,9.1,3.0,2.46,0.0,False
CO,59.0,510.0,No,No,0.0,153.6,92.0,26.11,209.6,88.0,17.47,114.5,89.0,5.15,12.5,10.0,3.38,1.0,False
ND,87.0,415.0,Yes,Yes,40.0,221.6,79.0,37.67,157.1,74.0,13.35,222.4,124.0,10.01,11.5,3.0,3.11,1.0,False
NY,21.0,415.0,No,No,0.0,197.9,81.0,41.6,168.0,117.0,14.28,238.6,87.0,12.67,6.6,1.0,1.78,1.0,False
WI,142.0,408.0,No,Yes,24.0,239.8,103.0,40.77,285.9,,24.3,256.7,106.0,11.55,9.5,4.0,2.57,0.0,False
OR,149.0,415.0,No,No,0.0,242.5,83.0,41.23,245.4,97.0,20.86,219.6,80.0,9.88,10.0,3.0,2.7,3.0,True
CO,100.0,510.0,No,Yes,39.0,117.6,82.0,19.99,159.2,60.0,13.53,236.4,113.0,10.64,,10.0,3.05,2.0,False
PA,88.0,510.0,No,No,0.0,218.2,76.0,37.09,169.3,93.0,14.39,141.1,99.0,6.35,8.0,1.0,2.16,1.0,False
IL,85.0,415.0,No,Yes,29.0,144.6,97.0,24.58,140.0,102.0,11.9,,148.0,7.44,10.9,3.0,2.94,1.0,False
DE,51.0,415.0,Yes,No,0.0,153.6,108.0,26.11,,,19.8,214.2,91.0,9.64,14.1,4.0,3.81,0.0,True
MO,45.0,510.0,No,Yes,29.0,135.8,104.0,23.09,222.5,101.0,18.91,235.6,92.0,10.6,7.9,6.0,2.13,2.0,False
OH,146.0,408.0,No,Yes,31.0,202.5,91.0,34.43,241.4,108.0,20.52,169.6,77.0,11.66,7.8,2.0,2.11,1.0,False
WI,63.0,510.0,No,Yes,34.0,152.2,119.0,25.87,227.1,91.0,19.3,195.7,103.0,8.81,12.3,5.0,3.32,1.0,False
OH,72.0,415.0,No,No,0.0,138.9,111.0,23.61,211.6,102.0,17.99,179.5,91.0,8.08,10.8,3.0,,1.0,False
TN,130.0,408.0,No,No,0.0,127.0,102.0,21.59,206.9,107.0,17.59,231.7,99.0,10.43,14.5,6.0,1.65,0.0,False
SD,97.0,415.0,No,No,0.0,168.6,87.0,28.66,259.2,105.0,22.03,279.8,123.0,12.59,7.3,4.0,1.97,1.0,False
NY,54.0,415.0,No,No,0.0,286.6,73.0,48.72,223.2,108.0,18.97,203.7,107.0,9.17,11.5,5.0,3.11,1.0,True
GA,160.0,415.0,No,Yes,29.0,164.6,121.0,27.98,262.8,108.0,22.34,123.8,131.0,5.57,15.2,4.0,4.1,1.0,False
TX,79.0,415.0,No,No,0.0,144.0,90.0,24.48,135.8,91.0,11.54,212.4,129.0,9.56,13.0,4.0,3.51,1.0,False
WV,92.0,415.0,No,Yes,47.0,141.6,95.0,24.07,207.9,130.0,,203.6,95.0,9.16,10.2,11.0,2.75,0.0,False
MI,59.0,415.0,No,No,0.0,266.0,65.0,34.73,247.3,123.0,21.02,143.1,94.0,9.66,12.0,4.0,3.24,1.0,False
ND,132.0,510.0,No,No,0.0,163.2,80.0,27.74,167.6,90.0,14.25,87.5,90.0,3.94,6.2,10.0,1.67,1.0,False
SD,93.0,415.0,No,No,0.0,176.1,103.0,29.94,210.6,130.0,16.97,,96.0,11.88,8.5,6.0,,2.0,False
NJ,147.0,415.0,No,Yes,36.0,254.2,78.0,43.21,228.1,105.0,19.39,98.0,125.0,4.41,13.8,7.0,3.73,5.0,False
AK,101.0,510.0,No,No,0.0,174.9,105.0,29.73,262.0,75.0,,210.0,93.0,9.45,8.5,5.0,2.3,1.0,
CT,125.0,415.0,Yes,No,0.0,187.3,118.0,31.84,160.7,111.0,13.66,263.8,112.0,11.87,9.6,2.0,2.59,0.0,False
CO,63.0,415.0,No,No,0.0,211.8,84.0,36.01,230.9,137.0,19.63,217.1,99.0,9.77,10.7,9.0,2.89,3.0,False
MD,107.0,415.0,No,No,0.0,241.9,102.0,41.12,126.9,117.0,10.79,185.6,92.0,8.35,11.7,6.0,3.16,0.0,False
MN,117.0,408.0,No,No,0.0,161.6,104.0,27.47,196.3,119.0,16.69,294.8,111.0,13.27,13.8,2.0,,1.0,False
KY,124.0,415.0,No,No,0.0,194.0,103.0,32.98,241.0,116.0,20.49,227.5,153.0,10.24,,5.0,3.21,1.0,True
NH,115.0,510.0,No,No,0.0,109.7,148.0,18.65,223.8,87.0,19.02,240.3,,10.81,15.4,8.0,4.16,3.0,False
CO,156.0,408.0,Yes,No,0.0,277.0,119.0,47.09,238.3,106.0,20.26,94.4,96.0,4.25,8.3,3.0,2.24,1.0,False
KY,89.0,408.0,No,No,0.0,192.1,83.0,32.66,163.6,,13.91,169.7,,7.64,6.1,3.0,1.65,0.0,False
KY,72.0,415.0,No,No,0.0,198.4,147.0,33.73,216.9,121.0,18.44,112.8,125.0,5.08,13.1,4.0,3.54,0.0,False
OR,53.0,415.0,No,No,0.0,129.6,98.0,31.42,216.4,125.0,18.39,141.1,116.0,6.35,18.4,5.0,4.97,2.0,False
SD,116.0,408.0,No,No,0.0,167.8,119.0,28.53,142.0,123.0,12.07,190.7,128.0,8.58,7.3,4.0,1.97,2.0,False
DE,78.0,408.0,No,No,0.0,139.2,140.0,23.66,191.4,113.0,16.27,286.5,,12.89,11.8,3.0,3.19,3.0,False
NE,56.0,510.0,No,No,0.0,121.6,84.0,20.67,165.3,115.0,14.05,243.9,95.0,10.98,8.9,2.0,2.4,,False
OH,123.0,408.0,No,Yes,39.0,270.4,138.0,45.97,245.1,110.0,20.83,,113.0,4.9,15.4,7.0,4.16,1.0,False
AR,116.0,415.0,No,Yes,23.0,253.0,78.0,43.01,138.9,,11.81,277.8,104.0,12.5,11.8,3.0,4.27,2.0,False
WI,102.0,408.0,No,No,0.0,200.6,106.0,34.1,152.5,127.0,12.96,,128.0,8.97,7.7,2.0,,3.0,False
OR,95.0,415.0,No,No,0.0,167.6,96.0,28.49,176.0,89.0,14.96,250.9,113.0,11.29,9.2,6.0,3.62,2.0,False
VA,102.0,408.0,No,No,0.0,156.5,67.0,26.61,204.3,103.0,17.37,141.9,72.0,6.39,9.9,2.0,2.67,2.0,False
AR,89.0,415.0,No,Yes,25.0,215.1,140.0,36.57,197.4,,16.78,162.1,117.0,7.29,10.6,10.0,2.86,1.0,False
CT,50.0,408.0,No,No,0.0,287.1,82.0,51.29,167.1,118.0,14.2,72.2,89.0,3.25,10.5,6.0,2.84,1.0,False
OH,93.0,415.0,No,Yes,42.0,152.3,90.0,25.89,267.5,102.0,22.74,266.9,130.0,12.01,11.3,5.0,3.05,7.0,False
WY,,510.0,No,No,0.0,195.4,99.0,32.39,212.1,101.0,18.03,138.4,134.0,6.23,15.1,11.0,4.08,1.0,False
IL,70.0,408.0,No,No,0.0,208.7,97.0,35.48,275.5,83.0,23.42,182.5,122.0,8.21,8.0,3.0,2.16,,False
MO,138.0,415.0,No,Yes,29.0,190.1,87.0,32.32,223.2,123.0,18.97,256.2,130.0,11.53,14.2,6.0,3.83,0.0,False
MA,112.0,415.0,No,Yes,17.0,183.2,95.0,31.14,252.8,125.0,21.49,156.7,95.0,7.05,9.7,3.0,2.62,0.0,False
NH,117.0,510.0,Yes,No,0.0,54.2,100.0,9.21,303.2,84.0,25.77,171.8,84.0,7.73,8.6,2.0,2.32,1.0,True
IA,1.0,408.0,No,Yes,26.0,208.0,115.0,35.36,185.0,113.0,15.73,177.7,144.0,8.0,8.1,9.0,2.19,1.0,False
AL,,415.0,No,No,0.0,230.3,110.0,39.15,77.9,87.0,6.62,247.1,105.0,11.12,13.2,4.0,3.56,1.0,False
WV,52.0,510.0,No,Yes,21.0,195.7,119.0,33.27,106.2,95.0,9.03,157.4,94.0,7.08,,3.0,1.43,2.0,False
NV,105.0,408.0,No,No,0.0,166.1,93.0,28.24,175.9,106.0,14.95,243.5,55.0,10.96,16.2,3.0,4.37,2.0,False
SC,,510.0,No,Yes,28.0,135.9,117.0,23.1,244.5,102.0,20.78,207.5,74.0,9.34,11.5,3.0,3.11,2.0,True
NC,80.0,415.0,Yes,No,0.0,189.1,122.0,32.15,223.2,92.0,18.97,269.0,116.0,12.11,13.9,3.0,3.75,2.0,True
NH,120.0,510.0,No,Yes,43.0,177.9,117.0,30.24,175.1,70.0,14.88,161.3,117.0,7.26,11.5,4.0,3.11,1.0,
WY,54.0,408.0,No,Yes,39.0,143.9,73.0,24.46,210.3,117.0,17.88,129.2,117.0,5.81,,7.0,3.38,2.0,False
FL,148.0,510.0,Yes,No,0.0,148.2,138.0,25.19,159.6,123.0,15.11,197.4,62.0,8.88,8.6,3.0,2.32,2.0,False
PA,119.0,408.0,No,No,0.0,287.1,115.0,48.81,159.3,99.0,13.54,216.8,86.0,9.76,,1.0,3.75,2.0,True
MO,85.0,510.0,No,No,0.0,200.1,96.0,28.19,190.0,141.0,16.15,144.0,116.0,6.48,10.9,3.0,2.94,5.0,
KS,101.0,510.0,No,Yes,25.0,144.1,144.0,24.5,167.6,105.0,14.25,240.0,107.0,10.8,14.5,3.0,3.92,1.0,False
KY,172.0,415.0,No,No,0.0,172.5,85.0,29.33,253.1,71.0,10.24,221.6,113.0,9.97,5.9,6.0,1.59,0.0,
DE,80.0,415.0,No,No,0.0,199.8,138.0,33.97,207.7,91.0,14.2,271.8,94.0,12.23,5.5,4.0,1.49,1.0,False
WI,83.0,510.0,No,No,0.0,179.2,134.0,,142.3,76.0,12.1,91.2,86.0,4.1,,5.0,2.94,2.0,False
CO,86.0,408.0,No,No,0.0,171.8,106.0,29.21,301.7,44.0,,139.4,108.0,6.27,9.7,5.0,2.62,1.0,False
NM,107.0,415.0,No,No,0.0,222.3,101.0,37.79,286.0,,24.31,249.4,117.0,11.22,12.1,4.0,3.27,1.0,True
DE,133.0,510.0,No,No,0.0,245.8,102.0,41.79,264.7,90.0,22.5,111.7,103.0,5.03,,7.0,3.02,,False
IL,116.0,510.0,No,No,0.0,164.6,110.0,27.98,270.6,103.0,23.0,230.4,109.0,,8.0,3.0,2.16,0.0,False
WA,63.0,408.0,No,No,0.0,211.7,107.0,35.99,,77.0,23.09,203.3,108.0,9.15,7.4,7.0,2.0,0.0,False
MA,119.0,408.0,Yes,Yes,16.0,147.2,103.0,25.02,160.1,96.0,13.61,184.0,120.0,8.28,7.7,2.0,,,True
OH,133.0,408.0,Yes,No,0.0,254.7,103.0,43.3,252.2,80.0,21.44,,103.0,8.01,8.0,3.0,2.16,0.0,True
TN,94.0,408.0,Yes,No,0.0,170.1,113.0,28.92,271.8,94.0,23.1,110.7,78.0,4.98,8.7,4.0,2.35,1.0,False
MA,69.0,510.0,No,No,0.0,195.1,91.0,33.17,261.5,57.0,22.23,203.8,90.0,9.17,11.4,5.0,3.08,0.0,False
MI,146.0,408.0,No,No,0.0,149.3,83.0,25.38,187.1,130.0,15.9,149.8,100.0,6.74,7.9,4.0,2.13,7.0,True
NH,143.0,408.0,Yes,Yes,25.0,,109.0,32.49,149.6,120.0,12.72,227.8,60.0,10.25,9.8,3.0,2.65,0.0,False
MD,,408.0,No,No,0.0,206.9,115.0,35.17,224.4,86.0,19.07,197.4,60.0,8.88,8.3,2.0,2.24,3.0,False
MS,101.0,408.0,No,No,0.0,239.0,156.0,40.63,273.0,106.0,23.21,278.2,93.0,12.52,13.5,8.0,3.65,1.0,True
AZ,43.0,415.0,No,No,0.0,179.3,97.0,30.48,252.7,126.0,21.48,227.5,,10.24,8.0,5.0,2.16,2.0,False
IN,69.0,408.0,No,No,0.0,185.3,91.0,31.5,219.1,88.0,18.62,243.6,107.0,10.96,5.5,5.0,1.49,,False
NY,15.0,510.0,Yes,No,0.0,141.4,80.0,24.04,123.9,76.0,10.53,323.5,88.0,14.56,8.1,3.0,2.19,2.0,False
WV,67.0,510.0,No,No,0.0,152.5,131.0,,252.4,107.0,,185.4,87.0,8.34,4.9,3.0,1.32,2.0,False
NY,99.0,415.0,No,No,0.0,145.6,102.0,24.75,230.9,87.0,19.63,181.5,,8.17,11.4,7.0,3.08,1.0,False
OK,46.0,415.0,No,No,0.0,164.2,116.0,27.91,196.2,153.0,16.68,,119.0,8.83,8.1,,,1.0,False
NC,55.0,408.0,Yes,No,0.0,221.0,115.0,37.57,165.4,97.0,14.06,235.4,117.0,10.59,9.7,4.0,2.62,1.0,False
KY,39.0,415.0,No,No,0.0,295.4,126.0,50.22,232.1,117.0,,,123.0,9.2,11.5,2.0,3.11,1.0,True
TX,92.0,510.0,No,No,0.0,139.8,98.0,23.77,174.9,143.0,14.87,201.6,135.0,9.07,9.4,7.0,2.54,2.0,False
CT,56.0,415.0,No,No,0.0,162.3,99.0,27.59,149.1,78.0,12.67,255.5,115.0,11.5,14.8,1.0,4.0,4.0,True
NE,76.0,415.0,No,No,,272.7,97.0,46.36,236.4,95.0,20.09,235.5,105.0,10.6,,2.0,2.08,0.0,True
HI,132.0,408.0,Yes,Yes,33.0,200.3,75.0,34.05,226.6,67.0,19.26,198.8,91.0,8.95,12.9,3.0,3.48,2.0,False
AK,51.0,510.0,Yes,Yes,12.0,135.8,60.0,23.09,200.6,134.0,17.05,192.4,98.0,8.66,12.3,7.0,3.32,2.0,False
SD,27.0,408.0,No,No,0.0,236.7,80.0,40.24,231.9,92.0,,164.7,85.0,7.41,12.7,6.0,3.43,1.0,False
ID,224.0,510.0,No,No,0.0,111.4,133.0,18.94,175.0,,14.88,217.2,106.0,9.77,5.5,6.0,1.49,3.0,False
OK,105.0,510.0,Yes,Yes,28.0,156.1,89.0,26.54,107.1,114.0,9.1,167.7,95.0,7.55,14.7,3.0,3.97,0.0,True
WA,117.0,408.0,No,No,0.0,191.1,93.0,32.49,282.8,56.0,24.04,84.8,118.0,3.82,12.0,4.0,3.24,2.0,False
VA,146.0,415.0,No,No,0.0,205.4,101.0,34.92,134.9,110.0,11.47,310.5,83.0,13.97,10.3,2.0,2.78,3.0,False
WI,147.0,415.0,Yes,No,0.0,225.2,111.0,38.28,184.9,98.0,15.72,143.2,146.0,6.44,9.9,1.0,2.67,0.0,
IN,68.0,510.0,No,No,0.0,249.9,127.0,42.48,254.5,118.0,21.63,273.2,98.0,12.29,8.9,6.0,2.4,,False
NM,68.0,408.0,No,No,0.0,131.6,89.0,22.37,137.0,56.0,11.65,256.3,107.0,11.53,10.2,5.0,2.75,3.0,False
VT,159.0,415.0,No,No,0.0,275.8,103.0,46.89,189.5,108.0,,223.9,93.0,10.08,7.4,5.0,2.0,2.0,True
AZ,134.0,415.0,No,Yes,40.0,142.9,105.0,24.29,88.6,61.0,20.81,290.0,96.0,13.05,10.8,6.0,2.92,1.0,False
VT,113.0,510.0,No,No,0.0,207.2,113.0,35.22,256.0,80.0,21.76,211.0,87.0,9.72,9.9,1.0,,1.0,False
MO,132.0,408.0,No,No,0.0,206.2,110.0,35.05,211.2,118.0,17.95,196.2,122.0,8.83,10.2,6.0,2.75,1.0,False
NJ,93.0,510.0,Yes,Yes,38.0,225.7,117.0,38.37,119.6,122.0,10.17,193.2,125.0,8.69,14.0,7.0,3.78,1.0,True
WA,174.0,408.0,No,Yes,33.0,167.8,91.0,28.53,205.3,100.0,10.94,130.0,64.0,5.85,14.5,4.0,3.92,4.0,True
NY,61.0,415.0,No,No,0.0,197.7,118.0,33.61,152.2,96.0,12.94,221.0,93.0,,7.0,3.0,,2.0,False
DC,91.0,415.0,No,Yes,39.0,169.8,105.0,28.87,65.2,116.0,5.54,144.4,92.0,6.5,10.9,4.0,2.94,1.0,
NE,88.0,408.0,No,Yes,,190.6,104.0,32.4,237.3,105.0,20.17,211.6,116.0,9.52,9.8,1.0,2.65,2.0,False
MA,88.0,408.0,No,Yes,45.0,80.3,140.0,13.65,153.3,101.0,13.03,309.2,123.0,13.91,12.8,3.0,3.46,2.0,False
NM,182.0,415.0,No,No,0.0,69.1,114.0,11.75,230.3,109.0,,256.7,105.0,11.55,6.5,4.0,1.76,0.0,False
CO,118.0,408.0,No,No,0.0,188.8,86.0,32.1,217.4,64.0,18.48,220.1,100.0,9.9,8.2,7.0,2.21,4.0,False
NH,103.0,408.0,No,No,0.0,150.6,125.0,25.6,169.1,126.0,14.37,221.2,104.0,9.95,10.4,8.0,2.81,8.0,True
IL,65.0,510.0,No,No,0.0,192.0,89.0,32.64,139.5,88.0,11.86,187.4,102.0,8.43,5.5,4.0,1.49,2.0,False
UT,61.0,,No,Yes,25.0,163.7,78.0,27.83,113.2,112.0,9.62,134.1,118.0,6.03,9.9,3.0,2.67,3.0,False
WV,172.0,415.0,No,No,0.0,211.7,100.0,35.99,198.7,69.0,16.89,301.7,136.0,13.58,6.5,9.0,1.76,1.0,False
NJ,72.0,415.0,No,No,0.0,88.5,103.0,29.84,132.3,80.0,11.25,,96.0,7.75,11.8,3.0,3.19,,False
NM,113.0,510.0,No,No,0.0,150.1,120.0,25.52,200.1,85.0,17.01,266.7,105.0,12.0,11.0,3.0,2.97,2.0,False
NM,35.0,415.0,No,No,0.0,215.5,102.0,36.64,190.7,,16.21,214.5,106.0,9.65,8.6,6.0,2.32,1.0,False
DE,94.0,415.0,No,No,0.0,101.7,105.0,17.29,202.8,99.0,17.24,136.2,119.0,6.13,9.4,6.0,2.54,3.0,False
GA,71.0,415.0,No,No,0.0,258.4,132.0,43.93,126.8,,10.78,182.4,87.0,8.21,9.7,8.0,,4.0,False
HI,,408.0,No,No,0.0,242.4,126.0,41.21,152.9,115.0,13.0,,115.0,9.2,11.8,6.0,3.19,1.0,False
NJ,84.0,415.0,No,No,0.0,190.2,102.0,26.1,197.7,141.0,16.8,247.5,132.0,9.17,9.8,6.0,2.65,2.0,False
ME,39.0,408.0,No,No,0.0,154.1,104.0,26.2,204.2,112.0,17.36,196.2,92.0,8.83,9.8,4.0,2.65,2.0,False
OK,110.0,510.0,No,No,0.0,188.0,127.0,31.96,90.5,118.0,7.69,150.3,64.0,6.76,15.3,3.0,4.13,3.0,False
TN,102.0,510.0,No,No,0.0,103.1,70.0,17.53,275.0,94.0,23.38,,92.0,6.35,11.2,5.0,3.02,1.0,False
WY,70.0,415.0,No,No,0.0,175.4,130.0,29.82,159.5,130.0,13.56,260.6,96.0,11.73,11.6,4.0,3.13,0.0,False
NY,142.0,415.0,No,No,0.0,145.4,93.0,24.72,209.1,98.0,17.77,214.0,96.0,9.63,10.9,1.0,2.94,1.0,False
RI,17.0,415.0,No,No,0.0,161.5,123.0,27.46,214.2,81.0,18.21,315.0,106.0,12.11,8.6,5.0,2.32,1.0,
PA,119.0,408.0,No,No,0.0,213.7,,44.22,256.5,85.0,21.8,229.1,89.0,10.31,10.0,2.0,2.7,1.0,True
MD,108.0,415.0,Yes,Yes,42.0,130.1,90.0,22.12,167.0,128.0,14.2,244.7,80.0,6.35,13.6,5.0,3.67,3.0,True
VA,90.0,415.0,No,No,0.0,68.5,118.0,17.34,113.3,134.0,9.63,188.6,105.0,8.49,11.4,3.0,3.08,2.0,False
IN,100.0,415.0,No,Yes,33.0,218.7,104.0,37.18,155.0,144.0,14.65,99.0,117.0,4.46,12.1,4.0,3.27,1.0,False
OR,155.0,408.0,No,Yes,30.0,128.5,86.0,21.85,188.4,91.0,,,85.0,11.45,6.8,6.0,1.84,,
AZ,113.0,510.0,No,No,0.0,128.7,100.0,21.88,227.1,,19.3,178.1,135.0,7.14,9.2,4.0,2.48,2.0,True
WI,123.0,415.0,No,No,0.0,172.2,92.0,29.27,162.6,76.0,13.82,250.3,101.0,11.26,8.7,4.0,2.35,1.0,False
VA,145.0,,No,No,0.0,199.2,124.0,33.86,126.0,86.0,10.71,289.2,135.0,13.01,7.6,3.0,2.05,1.0,False
MO,42.0,415.0,No,No,0.0,184.5,98.0,31.37,200.5,93.0,17.04,279.2,91.0,12.56,8.8,3.0,2.38,2.0,False
NV,125.0,510.0,No,No,0.0,168.6,99.0,28.66,175.6,107.0,14.93,243.3,92.0,10.95,10.9,7.0,2.94,0.0,False
HI,131.0,415.0,No,Yes,30.0,174.0,118.0,29.58,205.3,111.0,17.45,218.2,90.0,9.82,6.7,3.0,1.81,1.0,False
WA,107.0,415.0,No,No,0.0,234.8,65.0,39.17,257.4,80.0,21.88,107.3,88.0,11.69,8.5,3.0,2.3,1.0,False
IL,96.0,408.0,No,No,0.0,198.2,73.0,33.69,200.6,115.0,17.24,146.4,73.0,6.59,,5.0,1.38,,False
IL,76.0,510.0,No,No,0.0,186.1,96.0,31.64,211.6,100.0,17.99,230.6,100.0,10.38,8.0,4.0,2.16,0.0,False
LA,128.0,415.0,No,No,0.0,148.5,105.0,25.25,243.0,85.0,20.66,255.2,114.0,11.48,6.8,2.0,1.84,1.0,False
WI,73.0,415.0,No,No,0.0,157.1,109.0,26.71,268.8,83.0,22.85,181.5,91.0,8.17,,8.0,2.7,0.0,False
TX,52.0,415.0,No,No,0.0,155.0,110.0,26.35,133.4,104.0,11.34,176.1,84.0,7.92,7.0,4.0,1.89,4.0,True
NC,124.0,415.0,No,No,0.0,188.5,77.0,32.05,182.0,123.0,15.47,218.2,127.0,9.82,6.1,6.0,1.65,1.0,False
WA,137.0,408.0,No,No,0.0,208.8,120.0,35.5,225.3,100.0,19.15,221.6,130.0,9.97,11.1,5.0,3.0,0.0,False
MS,107.0,510.0,No,Yes,30.0,198.9,87.0,33.81,,90.0,17.6,159.8,76.0,7.19,12.6,4.0,3.4,3.0,True
KY,147.0,408.0,No,No,0.0,198.4,79.0,36.18,204.1,91.0,17.35,156.2,113.0,7.03,10.2,2.0,2.75,1.0,
RI,116.0,510.0,No,No,0.0,137.4,126.0,23.36,120.0,94.0,,,64.0,5.86,12.4,2.0,3.35,3.0,
NY,60.0,510.0,No,Yes,31.0,211.0,75.0,32.61,267.8,135.0,22.76,,62.0,9.02,12.8,3.0,3.46,2.0,False
TX,38.0,408.0,No,No,0.0,149.0,92.0,25.33,49.2,78.0,4.18,,93.0,7.35,13.9,11.0,3.75,0.0,False
DE,63.0,408.0,No,No,0.0,117.1,118.0,,249.6,90.0,21.22,162.2,84.0,7.3,11.1,4.0,1.78,3.0,False
NM,94.0,415.0,No,No,0.0,108.0,79.0,18.36,241.9,152.0,20.56,252.1,92.0,11.34,10.4,3.0,2.81,3.0,False
RI,131.0,415.0,No,No,0.0,112.8,133.0,19.18,199.4,116.0,16.95,142.7,105.0,6.42,10.1,5.0,2.73,0.0,False
MS,158.0,510.0,No,No,0.0,175.9,105.0,29.9,188.3,88.0,16.01,188.3,98.0,8.47,11.0,6.0,2.97,1.0,False
NY,139.0,510.0,No,No,0.0,236.6,109.0,40.22,169.9,107.0,14.44,212.3,118.0,9.55,11.1,2.0,,1.0,
WI,140.0,415.0,No,No,,129.6,79.0,22.03,246.2,92.0,20.93,172.1,124.0,7.74,9.4,10.0,2.92,3.0,False
SD,52.0,510.0,No,Yes,20.0,133.3,63.0,22.66,184.1,123.0,15.65,272.9,107.0,12.28,13.5,2.0,3.65,1.0,False
VA,103.0,,No,No,0.0,167.8,121.0,28.53,212.9,123.0,18.1,208.2,73.0,9.37,13.0,3.0,3.51,5.0,False
CO,85.0,510.0,No,Yes,21.0,283.2,110.0,48.14,239.7,108.0,20.37,149.5,80.0,6.73,6.3,1.0,1.7,5.0,False
WA,,408.0,No,No,0.0,141.2,132.0,24.0,149.1,90.0,12.67,171.4,72.0,7.71,7.0,2.0,1.89,2.0,False
NV,177.0,415.0,No,Yes,27.0,230.2,106.0,39.13,190.0,78.0,16.67,215.4,108.0,9.69,10.4,2.0,2.81,1.0,False
SC,49.0,415.0,Yes,No,0.0,237.8,92.0,40.43,208.9,119.0,17.76,,86.0,7.55,,6.0,4.21,2.0,True
RI,106.0,510.0,Yes,No,0.0,204.0,84.0,34.68,168.5,61.0,,164.0,102.0,7.38,13.3,3.0,3.59,3.0,True
ID,60.0,510.0,No,No,0.0,221.1,106.0,37.59,178.6,48.0,,202.7,,9.12,7.4,3.0,,1.0,False
KY,43.0,408.0,No,No,0.0,177.2,93.0,30.12,142.6,60.0,15.75,314.1,144.0,14.13,12.7,2.0,3.43,4.0,False
SD,125.0,415.0,No,No,0.0,105.3,73.0,27.85,255.6,85.0,21.73,192.9,95.0,8.68,15.7,4.0,4.24,0.0,
SC,114.0,510.0,No,Yes,4.0,141.3,96.0,24.02,230.4,88.0,19.58,223.7,85.0,10.07,9.4,3.0,2.54,3.0,False
TN,112.0,415.0,No,No,0.0,272.5,119.0,46.33,226.1,94.0,10.53,,94.0,7.16,16.4,5.0,4.43,,True
MT,101.0,408.0,No,Yes,16.0,118.9,112.0,20.21,228.3,97.0,19.41,180.1,111.0,8.1,8.2,5.0,2.21,2.0,False
WI,70.0,415.0,No,No,0.0,7.9,100.0,1.34,136.4,83.0,11.59,156.6,89.0,7.05,12.1,1.0,3.27,0.0,False
AK,59.0,408.0,No,No,0.0,159.5,96.0,27.12,167.2,123.0,14.21,138.6,106.0,6.24,10.2,4.0,2.75,0.0,False
AZ,59.0,408.0,No,No,0.0,150.2,70.0,32.33,185.7,98.0,15.78,212.5,128.0,9.56,12.1,2.0,3.27,1.0,False
DE,,415.0,No,No,0.0,140.7,88.0,23.92,210.9,98.0,17.93,229.9,125.0,10.35,12.4,4.0,3.35,2.0,False
VA,,510.0,No,No,0.0,169.2,123.0,28.76,216.8,83.0,18.43,179.4,107.0,8.07,12.6,3.0,3.4,1.0,False
MA,81.0,510.0,No,No,0.0,220.8,77.0,37.54,148.5,,12.62,183.9,100.0,8.28,7.6,3.0,2.05,2.0,False
IN,86.0,510.0,No,No,0.0,216.3,,36.77,266.3,77.0,22.64,214.0,110.0,9.63,4.5,3.0,1.22,0.0,False
MD,84.0,510.0,No,No,0.0,169.5,96.0,28.82,157.6,94.0,13.4,98.2,70.0,4.42,10.6,7.0,2.86,0.0,False
NV,118.0,510.0,No,Yes,35.0,256.3,119.0,43.57,258.1,91.0,21.94,215.5,130.0,9.7,11.7,1.0,3.16,1.0,False
CO,89.0,415.0,No,No,0.0,188.0,128.0,,299.8,92.0,25.48,185.3,120.0,8.34,7.6,3.0,2.05,1.0,False
KS,93.0,415.0,No,No,0.0,266.0,120.0,45.22,130.1,119.0,11.06,165.8,63.0,7.46,13.1,6.0,3.54,3.0,False
